   age      spacing  sibs    time   status
  23.7      1042      3       933      0
  25.5       583      1       468      0
  25.7       976      1       793      0
  24.6       885      4       298      0
  24.6      1375      4       757      0
  23.3      1062      2       919      0
  25.2       588      4       729      1
  22.1       948      1      1881      0
  25.0      1321      4       465      0
  20.0      2912      4       459      0
  26.5       975      3       284      0
  19.8      1224      2       512      1
  25.1       651      3      1031      0
  21.6      1376      4      1848      0
  24.7       889      1       637      0
  23.9      1129      4       750      1
  23.3       893      2      1297      0
  27.7       808      2        64      0
  21.1      1173      2      1877      0
  26.1       672      4        93      0
  21.7      3030      1       146      0
  26.0      1136      4        69      0
  27.0       786      3       358      0
  22.9       620      4      1252      0
  25.0      1599      1       107      0
  22.8      1201      2      1455      0
  21.7       668      3      1649      0
  23.5      1092      1       917      1
  21.3      1166      1       715      1
  22.2      2159      4       707      1
  24.7       714      3       117      0
  28.0       832      3        48      0
  27.0       480      2       643      0
  25.0       648      3       883      0
  19.7      1619      4      2154      0
  25.9       849      1       575      0
  24.3       928      1      1210      0
  20.9       797      3      1508      1
  24.4      1139      3       726      0
  25.8       947      4       611      0
  27.1       648      4       310      0
  20.8       937      4      1502      1
  24.9       949      3       989      0
  20.1      1776      1      1515      0
  21.8       597      4      1910      0
  22.8      1162      4      1542      0
  27.1       917      1       288      0
  25.5      1308      3       364      0
  23.5       698      1       908      0
  26.3      1005      1       523      0
  22.3       834      3      2191      0
  25.0       927      3       646      0
  23.0       371      2      1707      0
  18.1      1105      3      2752      0
  24.0       824      2       752      0
  23.8       919      4       665      0
  22.0       805      4      2075      0
  22.6       831      1      2059      0
  24.1       614      3      1542      0
  25.0      1546      3       460      0
  25.9      1411      2       196      0
  26.3       863      3       451      0
  23.9       692      4      1649      0
